Kommun,Badplats,Provtid,Kvalitet,Siktdjup,Vattentemp,Lat,Long,ID
Borås,Bua badplats, Stora Hålsjön,2014-08-06,  Tjänligt,,  21,9,0,0,297
Borgholm,Byrum-Sandvik,2014-06-12,  Tjänligt,  1,  16,5,0,0,298
Borgholm,Byrum-Sandvik,2014-07-08,  Tjänligt,  1,5,  16,5,0,0,299
Borgholm,Byrum-Sandvik,2014-08-05,  Tjänligt,,  23,0,0,300
Borås,Byttorpssjöns badplats, Borås,2014-06-13,  Otjänligt,,  18,5,0,0,301
Borås,Byttorpssjöns badplats, Borås,2014-06-17,  Tjänligt m. Anm.,,  19,6,0,0,302
Borås,Byttorpssjöns badplats, Borås,2014-06-23,  Tjänligt m. Anm.,,  18,6,0,0,303
Borås,Byttorpssjöns badplats, Borås,2014-06-26,  Tjänligt,,  19,7,0,0,304
Borås,Byttorpssjöns badplats, Borås,2014-07-09,  Tjänligt m. Anm.,,  21,6,0,0,305
Borås,Byttorpssjöns badplats, Borås,2014-07-16,  Tjänligt m. Anm.,,  20,7,0,0,306
Borås,Byttorpssjöns badplats, Borås,2014-07-21,  Tjänligt,,  21,7,0,0,307
Borås,Byttorpssjöns badplats, Borås,2014-08-06,  Tjänligt m. Anm.,,  22,0,0,308
Borgholm,Byxelkrok,2014-06-12,  Tjänligt,  < 1,  16,0,0,309
Borgholm,Byxelkrok,2014-07-08,  Tjänligt,  > 2,  16,5,0,0,310
Borgholm,Byxelkrok,2014-08-05,  Tjänligt,,  23,0,0,311
Borlänge,Båtstabadet,2014-07-09,  Tjänligt,,  22,0,0,312
Borgholm,Böda Riviera/ Kyrketorps familjecamping,2014-06-12,  Tjänligt,  > 2,  13,0,0,313
Borgholm,Böda Riviera/ Kyrketorps familjecamping,2014-07-08,  Tjänligt,  > 1,5,  20,0,0,314
Borgholm,Böda Riviera/ Kyrketorps familjecamping,2014-08-05,  Tjänligt,,  23,0,0,315
Borgholm,Böda Sand,2014-06-12,  Tjänligt,  > 2,  13,5,0,0,316
Borgholm,Böda Sand,2014-06-24,  Tjänligt,  1,5,  14,5,0,0,317
Borgholm,Böda Sand,2014-07-08,  Tjänligt,  1,5,  21,5,0,0,318
Borgholm,Böda Sand,2014-07-22,  Tjänligt,,  22,5,0,0,319
Borgholm,Böda Sand,2014-08-05,  Tjänligt,,  23,0,0,320
